Term;Stemmed;Variations;Systems Administration;Continuous Integration;Command-line Applications;Network Applications;Cryptography;Databases;GUI Applications;Image Manipulation;JSON;Networking;Scientific Applications;HTML Scraping;Speed;Web Applications;XML parsing;Documentation;Common Gotchas;Choosing a License;Logging;Reading Great Code;Structuring Your Project;Code Style;Testing Your Code
interact;interact;interact;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
output buffer;output buffer;output buffer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
readert monad layer;readert monad layer;readert monad layer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
statement;statement;statements, statement;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;10;8;0
typesynonyminstances language extension 2nd;typesynonyminstances language extension 2nd;typesynonyminstances language extension 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
(>>=) function and 2nd 3rd;(>>=) function and 2nd 3rd;(>>=) function and 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
.tix file;.tix file;.tix files, .tix file;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
System.Environment module;System.Environment module;System.Environment module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
html version;html version;html version;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
declaring instance;declaring instance;declaring instances, declaring instance;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fst function 2nd;fst function 2nd;fst function 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negative number;negative number;negative numbers, negative number;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Glasgow Haskell Compiler (GHC);glasgow haskell compiler ( ghc );Glasgow Haskell Compiler (GHC);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
algebraic data type;algebraic data type;algebraic data types, algebraic data type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
monadreader typeclass;monadreader typeclass;monadreader typeclass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
domain-specific language for;domain-specific language for;domain-specific language for;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
python web;python web;python web;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
suffixes function;suffix function;suffixes function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
continuous integration;continuous integration;continuous integration;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
default processing;default processing;default processing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
value at once;value at once;values at once, value at once;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
debugging;debugging;debugging;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
event-driven;event-driven;event-driven;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
weak head normal form (WHNF) 2nd 3rd;weak head normal form ( whnf ) 2nd 3rd;weak head normal form (WHNF) 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data.Typeable module;Data.Typeable module;Data.Typeable module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Structured Query Language (SQL);structured query language ( sql );Structured Query Language (SQL);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
class name;class name;class name;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
parses html;par html;parses html;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
liftm;liftm;liftm;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
invoking method;invoking method;invoking method;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
object-oriented programming;object-oriented programming;object-oriented programming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
python project;python project;python project;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0
aliasing;aliasing;aliasing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tool;tool;tools, tool;3;3;2;0;0;0;0;0;0;0;0;1;0;1;0;3;0;0;0;1;0;3;4
duck typing;duck typing;duck typing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
start tag;start tag;start tags, start tag;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tocalendartime function;tocalendartime function;tocalendartime function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
grain size;grain size;grain sizes, grain size;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ODBC driver;odbc driver;ODBC drivers, ODBC driver;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
complete ordering;complete ordering;complete ordering;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JavaScript Object Notation [See JSON];javascript object notation [ see json ];JavaScript Object Notation [See JSON];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
impure code;impure code;impure code;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
enum typeclass;enum typeclass;enum typeclass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-fhpc flag;-fhpc flag;-fhpc flag;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
loosely coupled;loosely coupled;loosely coupled;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
module name;module name;module names, module name;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
else clause;else clause;else clause;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
second slouse;second slouse;second slice, second slouse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GTK+ development environment;gtk + development environment;GTK+ development environment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lazy function;lazy function;lazy functions, lazy function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
control flow;control flow;control flow;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
backtracking;backtracking;backtracking;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non-escaped backslash;non-escaped backslash;non-escaped backslash;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GHC.Conc module 2nd;GHC.Conc module 2nd;GHC.Conc module 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
local function;local function;local function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
c programming;c programming;c programming;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mutable type;mutable type;mutable types, mutable type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
abstracting input;abstracting input;abstracting input;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
word16 type;word16 type;word16 type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
invoke;invoke;invoke;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
date checking;date checking;date checking;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Map.insert function;Map.insert function;Map.insert function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lifting function;lifting function;lifting functions, lifting function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
compiler;compiler;compilers, compiler;0;0;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0
test module;test module;test module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
functions for;function for;functions for;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
bounded type class;bounded type class;bounded type class;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
incremental development;incremental development;incremental development;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
threaded runtime;threaded runtime;threaded runtime;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
set;set;sets, set;0;0;0;0;0;0;1;0;0;4;0;0;0;6;0;1;0;0;0;0;4;4;1
throwing;throwing;throwing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tree;tree;tree;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0
anonymous type;anonymous type;anonymous types, anonymous type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
non- ascii;non- ascii;non- ascii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
strict type;strict type;strict types, strict type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
class method;class method;class methods, class method;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alphabetic character;alphabetic character;alphabetic characters, alphabetic character;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
underscore character (_);underscore character ( _ );underscore character (_);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
individual attribute;individual attribute;individual attributes, individual attribute;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
force function;force function;force function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
writefile function;writefile function;writefile function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
debugging information;debugging information;debugging information;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
profiling;profiling;profiling;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
creating;creating;creating;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;3
special class method;special class method;special class methods, special class method;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
algebraic expression;algebraic expression;algebraic expressions, algebraic expression;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
helper method;helper method;helper method;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
interface;interface;interfaces, interface;1;0;6;1;0;4;2;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;1
withforeignptr function;withforeignptr function;withforeignptr function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
python standard;python standard;python standard;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
understanding;understanding;understanding;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
zipper;zipper;zipper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
finding statu;finding statu;finding status, finding statu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
folding;folding;folding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
license;license;licenses, license;0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;2;0;13;0;0;0;0;0
hint;hint;hint;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OverlappingInstances/TypeSynonymInstances language extension;OverlappingInstances/TypeSynonymInstances language extension;OverlappingInstances/TypeSynonymInstances language extensions, OverlappingInstances/TypeSynonymInstances language extension;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
command list;command list;command lists, command list;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
roman;roman;roman;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
transactions (database);transaction ( database );transactions (database);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
word32 type;word32 type;word32 type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
simple;simple;simple;1;0;3;0;1;0;0;0;0;0;0;0;0;3;2;2;0;0;0;2;1;0;3
C PCRE API;C PCRE API;C PCRE API;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fraction comparison;fraction comparison;fraction comparison;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
linux;linux;linux;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
undefined symbol;undefined symbol;undefined symbols, undefined symbol;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
xml datum;xml datum;xml data, xml datum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
target dictionary;target dictionary;target dictionary;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
python knowledge base;python knowledge base;python knowledge base;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
full path;full path;full path;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
command-line editing;command-line editing;command-line editing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
last character;last character;last character;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
list element;list element;list elements, list element;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
shadowing parameter;shadowing parameter;shadowing parameters, shadowing parameter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
compound statement block;compound statement block;compound statement block;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
print function;print function;print function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thunk;thunk;thunks, thunk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
verbose regular expression;verbose regular expression;verbose regular expression;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
single statement;single statement;single statement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
applicative functor;applicative functor;applicative functor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
list operation;list operation;list operation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
floating-point;floating-point;floating-point;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
handling;handling;handling;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0
character classification;character classification;character classification;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
double hashing;double hashing;double hashing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
built-in file;built-in file;built-in file;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
buffermode type;buffermode type;buffermode type;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
error;error;errors, error;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0
union keyword (C/C++);union keyword (C/C++);union keyword (C/C++);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
strict and lazy bytestring;strict and lazy bytestring;strict and lazy bytestrings, strict and lazy bytestring;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
loop;loop;loops, loop;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;0;0;0;3;0;0
getstatus function;getstatus function;getstatus function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
show typeclass;show typeclass;show typeclass;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
calculator;calculator;calculators, calculator;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
master socket;master socket;master sockets, master socket;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
.hs source file;.hs source file;.hs source files, .hs source file;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
list deletion;list deletion;list deletion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
minimal example;minimal example;minimal example;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
copying;copying;copying;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
composition;composition;composition;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
development;development;development;0;1;0;0;0;0;1;1;0;0;0;0;0;5;0;1;0;0;1;0;0;0;2
same time;same time;same time;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0
temporary;temporary;temporary;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
applicative;applicative;applicative;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
assignment;assignment;assignment;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0
command-line flag;command-line flag;command-line flags, command-line flag;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
roman numeral representation;roman numeral representation;roman numeral representation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
space leaks 2nd 3rd;space leak 2nd 3rd;space leaks 2nd 3rd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
user;user;user;1;0;2;0;0;0;1;0;0;0;1;0;0;4;0;2;0;2;4;0;3;5;0
soap server;soap server;soap server;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stack;stack;stack;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0
boolean expression;boolean expression;boolean expressions, boolean expression;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
task;task;task;3;0;0;1;0;0;0;0;0;2;1;0;1;4;0;0;0;0;0;0;2;1;1
database;database;databases, database;0;0;0;0;0;12;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
cheap modification;cheap modification;cheap modifications, cheap modification;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
seq function;seq function;seq function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
local variable;local variable;local variables, local variable;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
integer directory;integer directory;integer directory;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MySQL;mysql;MySQL;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
conditional branching;conditional branching;conditional branching;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
import statement;import statement;import statements, import statement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
python version;python version;python versions, python version;2;2;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1
safe language;safe language;safe language;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
source;source;source;4;1;0;1;0;0;1;0;0;0;1;0;0;0;0;2;1;5;2;0;0;0;0
status code;status code;status code;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
zero-width escape sequence;zero-width escape sequence;zero-width escape sequences, zero-width escape sequence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
System.Win32 module;System.Win32 module;System.Win32 module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
record syntax 2nd;record syntax 2nd;record syntax 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
the reader monad;the reader monad;the reader monad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
point (.) character;point (.) character;point (.) character;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
child node;child node;child node;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IConnection function;iconnection function;IConnection function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
grains system;grain system;grains system;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
minbound function;minbound function;minbound function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pseudorandom value generation;pseudorandom value generation;pseudorandom value generation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
recursive cursor;recursive cursor;recursive cursor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
integer;integer;integer;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0
intel;intel;intel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
long integer;long integer;long integers, long integer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sorting;sorting;sorting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
python code;python code;python code;0;0;0;0;0;0;0;0;0;0;2;0;3;3;0;0;0;0;0;1;0;5;0
new identity;new identity;new identities, new identity;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
processing instruction;processing instruction;processing instruction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
values (undefined);value ( undefined );values (undefined);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
google;google;google;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
match object;match object;match objects, match object;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
multiple value;multiple value;multiple values, multiple value;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
randomr function;randomr function;randomr function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
slice indice;slice indice;slice indices, slice indice;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Data.List module;Data.List module;Data.List module;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
maxbound function;maxbound function;maxbound function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mplus function;mplus function;mplus function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
integration;integration;integration;0;11;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
printf (c) option;printf ( c ) option;printf (c) option;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
connecting;connecting;connecting;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FFI binding;ffi binding;FFI binding;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
scientific python;scientific python;scientific python;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
object;object;objects, object;0;0;0;0;0;0;1;0;0;0;1;0;0;2;1;0;2;0;0;1;24;2;2
run;run;run;2;2;0;1;0;0;0;1;0;0;1;0;0;6;0;0;0;0;0;0;0;1;15
except statement;except statement;except statement;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
instantiation;instantiation;instantiation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
step;step;step;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;0;0;0;0;0;2
for loop;for loop;for loop;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
readability;readability;readability;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;7;0
run command;run command;run command;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
constraint;constraint;constraints, constraint;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
ghci interpreter 2nd;ghci interpreter 2nd;ghci interpreter 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
error message;error message;error messages, error message;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
defining new;defining new;defining new;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
block;block;block;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;1;1;0
dynamic exception;dynamic exception;dynamic exceptions, dynamic exception;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
plusptr function;plusptr function;plusptr function;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
concurrent programs 2nd;concurrent program 2nd;concurrent programs 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
where clause 2nd;where clause 2nd;where clause 2nd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
immutable string;immutable string;immutable string;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
perl;perl;perl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
python database api;python database api;python database api;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
